,title,rating,genre,score,star,budget,runtime,star_net_worth,movie_star_rating
103230,I'll Be Home for Christmas,PG,Comedy,5.5,Jonathan Taylor Thomas,30000000,86,16000000,C
103541,Your Friends and Neighbors,R,Comedy,6.3,Amy Brenneman,5000000,100,16000000,C
103550,Zero Effect,R,Comedy,6.9,Bill Pullman,5000000,116,18000000,C
103576,Hell's Kitchen,R,Crime,4.7,Rosanna Arquette,6000000,95,20000000,C
103729,The Mummy,PG-13,Action,7,Brendan Fraser,80000000,124,20000000,C
103891,American Pie,R,Comedy,7,Jason Biggs,11000000,95,18000000,C
103960,Star Wars: Episode I - The Phantom Menace,PG,Action,6.5,Ewan McGregor,115000000,136,25000000,C
103978,10 Things I Hate About You,PG-13,Comedy,7.3,Heath Ledger,30000000,97,16000000,C
104069,Cruel Intentions,R,Drama,6.8,Sarah Michelle Gellar,10500000,97,30000000,C
104094,The Virgin Suicides,R,Drama,7.2,Kirsten Dunst,9000000,97,25000000,C
104127,"Girl, Interrupted",R,Biography,7.3,Winona Ryder,40000000,127,18000000,C
104156,Deep Blue Sea,R,Action,5.9,Thomas Jane,60000000,105,16000000,C
104166,The Boondock Saints,R,Action,7.8,Willem Dafoe,6000000,108,40000000,C
104564,Double Jeopardy,R,Crime,6.5,Ashley Judd,70000000,105,22000000,C
105187,Drop Dead Gorgeous,PG-13,Comedy,6.6,Kirsten Dunst,15000000,97,25000000,C
105269,8MM,R,Crime,6.5,Nicolas Cage,40000000,123,25000000,C
105277,House on Haunted Hill,R,Crime,5.6,Geoffrey Rush,37000000,93,40000000,C
105360,A Walk on the Moon,R,Drama,6.6,Diane Lane,14000000,107,40000000,C
105378,Summer of Sam,R,Crime,6.7,John Leguizamo,22000000,142,25000000,C
105444,eXistenZ,R,Horror,6.8,Jude Law,15000000,97,45000000,C
105461,Bringing Out the Dead,R,Drama,6.8,Nicolas Cage,55000000,121,25000000,C
105890,Ravenous,R,Adventure,7,Guy Pearce,12000000,101,20000000,C
105984,Stir of Echoes,R,Horror,7,Kevin Bacon,12000000,99,45000000,C
106223,Stigmata,R,Horror,6.2,Patricia Arquette,29000000,103,24000000,C
106239,A Midsummer Night's Dream,PG-13,Comedy,6.4,Kevin Kline,11000000,116,35000000,C
106392,The Other Sister,PG-13,Comedy,6.5,Juliette Lewis,35000000,129,20000000,C
106450,Brokedown Palace,PG-13,Drama,6.5,Claire Danes,25000000,100,35000000,C
106593,The Best Man,R,Comedy,6.8,Taye Diggs,9000000,120,14000000,C
106742,Dick,PG-13,Comedy,6.2,Kirsten Dunst,13000000,94,25000000,C
106946,The End of the Affair,R,Drama,7.1,Ralph Fiennes,23000000,102,30000000,C
106975,Baby Geniuses,PG,Comedy,2.7,Kathleen Turner,12000000,97,20000000,C
107528,Eye of the Beholder,R,Drama,5,Ewan McGregor,35000000,109,25000000,C
107959,Dudley Do-Right,PG,Comedy,3.9,Brendan Fraser,70000000,77,20000000,C
107985,Simply Irresistible,PG-13,Comedy,5.3,Sarah Michelle Gellar,6000000,96,30000000,C
108117,At First Sight,PG-13,Drama,6,Val Kilmer,60000000,128,25000000,C
108178,An Ideal Husband,PG-13,Comedy,6.8,Rupert Everett,14000000,97,20000000,C
108266,Tea with Mussolini,PG,Comedy,6.9,Maggie Smith,12000000,117,18000000,C
108411,Onegin,R,Drama,6.8,Ralph Fiennes,14000000,106,30000000,C
108546,The Bachelor,PG-13,Comedy,5.1,Chris O'Donnell,51000000,101,25000000,C
108618,In Too Deep,R,Crime,6.3,Omar Epps,7000000,95,15000000,C
108797,Crazy in Alabama,PG-13,Comedy,6.2,Melanie Griffith,15000000,111,40000000,C
109091,The Mod Squad,R,Action,4.3,Claire Danes,50000000,92,35000000,C
109589,Requiem for a Dream,Unrated,Drama,8.3,Ellen Burstyn,4500000,102,20000000,C
109601,Memento,R,Mystery,8.4,Guy Pearce,9000000,113,20000000,C
109657,Scary Movie,R,Comedy,6.2,Anna Faris,19000000,88,30000000,C
110018,Bring It on,PG-13,Comedy,6,Kirsten Dunst,11000000,98,25000000,C
110269,Gone in 60 Seconds,PG-13,Action,6.5,Nicolas Cage,90000000,118,25000000,C
110336,Hollow Man,R,Action,5.8,Kevin Bacon,95000000,112,45000000,C
110449,Scream 3,R,Horror,5.6,David Arquette,40000000,116,25000000,C
110514,Bedazzled,PG-13,Comedy,6,Brendan Fraser,48000000,93,20000000,C
110540,The Road to El Dorado,PG,Animation,6.9,Kevin Kline,95000000,89,35000000,C
110641,Dancer in the Dark,R,Crime,8,Björk,12800000,140,45000000,C
112024,The Family Man,PG-13,Comedy,6.8,Nicolas Cage,60000000,125,25000000,C
112130,Boiler Room,R,Crime,7,Giovanni Ribisi,7000000,120,20000000,C
112153,Frequency,PG-13,Crime,7.3,Dennis Quaid,31000000,118,30000000,C
112273,Quills,R,Biography,7.3,Geoffrey Rush,13500000,124,40000000,C
112364,Dracula 2000,R,Action,4.9,Gerard Butler,54000000,99,40000000,C
112382,Red Planet,PG-13,Action,5.7,Val Kilmer,80000000,106,25000000,C
112586,The Watcher,R,Crime,5.3,James Spader,30000000,97,20000000,C
113246,Supernova,PG-13,Horror,4.9,James Spader,90000000,90,20000000,C
113357,Loser,PG-13,Comedy,5.3,Jason Biggs,20000000,98,18000000,C
113457,The Way of the Gun,R,Action,6.7,Ryan Phillippe,8500000,119,30000000,C
113474,Cecil B. Demented,R,Comedy,6.2,Melanie Griffith,10000000,87,40000000,C
113499,Bamboozled,R,Comedy,6.6,Damon Wayans,10000000,135,35000000,C
113516,Shadow of the Vampire,R,Drama,6.9,John Malkovich,8000000,92,25000000,C
114137,Ready to Rumble,PG-13,Comedy,5.4,David Arquette,24000000,107,25000000,C
114219,The Broken Hearts Club: A Romantic Comedy,R,Comedy,7,Timothy Olyphant,1000000,94,20000000,C
114249,Girlfight,R,Drama,6.8,Michelle Rodriguez,1000000,110,25000000,C
114402,My Dog Skip,PG,Comedy,7,Frankie Muniz,6000000,95,30000000,C
114433,Duets,R,Comedy,6.1,Huey Lewis,21000000,112,25000000,C
114489,Animal Factory,R,Crime,6.6,Willem Dafoe,3600000,94,40000000,C
114499,Bless the Child,R,Crime,5.1,Kim Basinger,65000000,107,20000000,C
115023,The House of Mirth,PG,Romance,7,Gillian Anderson,10000000,135,40000000,C
115049,Beautiful,PG-13,Comedy,5.6,Minnie Driver,14000000,112,16000000,C
115316,What Planet Are You From?,R,Comedy,5.6,Garry Shandling,60000000,105,17000000,C
115340,Committed,R,Comedy,5.1,Heather Graham,3000000,98,25000000,C
115574,Harrison's Flowers,R,Drama,7.1,Andie MacDowell,8000000,121,20000000,C
115633,Lost Souls,R,Drama,4.8,Winona Ryder,50000000,97,18000000,C
115719,The Golden Bowl,R,Drama,5.9,Uma Thurman,15000000,130,45000000,C
115874,The Lord of the Rings: The Fellowship of the Ring,PG-13,Action,8.8,Elijah Wood,93000000,178,20000000,C
115913,Mulholland Dr.,R,Drama,7.9,Naomi Watts,15000000,147,30000000,C
115967,Scary Movie 2,R,Comedy,5.3,Anna Faris,45000000,83,30000000,C
116006,Black Hawk Down,R,Drama,7.7,Josh Hartnett,92000000,144,25000000,C
116025,The Mummy Returns,PG-13,Action,6.4,Brendan Fraser,98000000,130,20000000,C
116059,Amélie,R,Comedy,8.3,Audrey Tautou,10000000,122,20000000,C
116126,Ghost World,R,Comedy,7.3,Steve Buscemi,7000000,111,35000000,C
116144,A Knight's Tale,PG-13,Action,6.9,Heath Ledger,65000000,132,16000000,C
116212,The Princess Diaries,G,Comedy,6.4,Julie Andrews,26000000,111,30000000,C
116238,Thir13en Ghosts,R,Fantasy,5.6,Tony Shalhoub,42000000,91,30000000,C
116408,Jurassic Park III,PG-13,Action,5.9,Sam Neill,93000000,92,18000000,C
116418,Enemy at the Gates,R,Drama,7.6,Jude Law,68000000,131,45000000,C
116426,Gosford Park,R,Comedy,7.2,Maggie Smith,19800000,131,18000000,C
116993,American Pie 2,R,Comedy,6.4,Jason Biggs,30000000,108,18000000,C
117003,Frailty,R,Crime,7.2,Bill Paxton,11000000,100,40000000,C
117148,How High,R,Comedy,6.3,Method Man,20000000,93,14000000,C
117158,Joy Ride,R,Action,6.6,Steve Zahn,23000000,97,25000000,C
117336,Crocodile Dundee in Los Angeles,PG,Action,4.8,Paul Hogan,21150000,95,20000000,C
117578,Ghosts of Mars,R,Action,4.9,Natasha Henstridge,28000000,98,14500000,C
117606,Osmosis Jones,PG,Animation,6.3,Laurence Fishburne,70000000,95,30000000,C
117616,Saving Silverman,PG-13,Comedy,5.9,Jason Biggs,22000000,90,18000000,C
117624,The Glass House,PG-13,Crime,5.8,Diane Lane,30000000,106,40000000,C
117673,Session 9,R,Horror,6.4,David Caruso,1500000,97,35000000,C
117844,Monkeybone,PG-13,Animation,4.8,Brendan Fraser,75000000,93,20000000,C
117938,Shaolin Soccer,PG,Action,7.3,Stephen Chow,10000000,87,30000000,C
118181,Get Over It,PG-13,Comedy,5.7,Kirsten Dunst,22000000,87,25000000,C
118242,Exit Wounds,R,Action,5.6,Steven Seagal,50000000,101,16000000,C
118762,Captain Corelli's Mandolin,R,Drama,5.9,Nicolas Cage,57000000,131,25000000,C
118805,Someone Like You,PG-13,Comedy,6.1,Ashley Judd,23000000,97,22000000,C
119275,Iris,R,Biography,7,Judi Dench,5500000,91,45000000,C
119496,Crazy/Beautiful,PG-13,Drama,6.4,Kirsten Dunst,13000000,99,25000000,C
119612,The Musketeer,PG-13,Action,4.8,Justin Chambers,40000000,104,18000000,C
120056,Antitrust,PG-13,Action,6.1,Ryan Phillippe,30000000,108,30000000,C
120641,See Spot Run,PG,Action,5.4,David Arquette,35000000,94,25000000,C
120844,The Grey Zone,R,Drama,7,David Arquette,5000000,108,25000000,C
120994,The Pianist,R,Biography,8.5,Adrien Brody,35000000,150,16000000,C
121042,The Lord of the Rings: The Two Towers,PG-13,Action,8.7,Elijah Wood,94000000,179,20000000,C
121154,28 Days Later...,R,Drama,7.6,Cillian Murphy,8000000,113,20000000,C
121240,The Ring,PG-13,Horror,7.1,Naomi Watts,48000000,115,30000000,C
121440,The Bourne Identity,PG-13,Action,7.9,Franka Potente,60000000,119,18000000,C
121468,Secretary,R,Comedy,7,James Spader,4000000,107,20000000,C
121590,The Importance of Being Earnest,PG,Comedy,6.8,Rupert Everett,15000000,97,20000000,C
121755,Adaptation.,R,Comedy,7.7,Nicolas Cage,19000000,115,25000000,C
121829,Ice Age,PG,Animation,7.5,Denis Leary,59000000,81,30000000,C
121932,A Walk to Remember,PG,Drama,7.3,Mandy Moore,11800000,101,14000000,C
121943,Treasure Planet,PG,Animation,7.2,Joseph Gordon-Levitt,140000000,95,35000000,C
122096,The Time Machine,PG-13,Action,6,Guy Pearce,80000000,96,20000000,C
122189,Blue Crush,PG-13,Drama,5.7,Kate Bosworth,25000000,104,24000000,C
122199,Ghost Ship,R,Horror,5.5,Julianna Margulies,20000000,91,22000000,C
122348,Confessions of a Dangerous Mind,R,Biography,7,Sam Rockwell,30000000,113,30000000,C
122372,Eight Legged Freaks,PG-13,Action,5.4,David Arquette,30000000,99,25000000,C
122400,Femme Fatale,R,Crime,6.2,Rebecca Romijn,35000000,114,20000000,C
122454,40 Days and 40 Nights,R,Comedy,5.6,Josh Hartnett,17000000,96,25000000,C
122570,Orange County,PG-13,Comedy,6.2,Colin Hanks,18000000,82,14000000,C
122774,Spun,Unrated,Comedy,6.8,Jason Schwartzman,2000000,101,25000000,C
122959,The Four Feathers,PG-13,Action,6.5,Heath Ledger,35000000,132,16000000,C
123015,Big Fat Liar,PG,Adventure,5.5,Frankie Muniz,15000000,88,30000000,C
123032,The Master of Disguise,PG,Adventure,3.3,Dana Carvey,16000000,80,20000000,C
123042,Drumline,PG-13,Comedy,5.9,Nick Cannon,20000000,118,30000000,C
123062,Windtalkers,R,Action,6.1,Nicolas Cage,115000000,134,25000000,C
123589,Auto Focus,R,Biography,6.6,Greg Kinnear,7000000,105,20000000,C
123640,The Salton Sea,R,Crime,7.1,Val Kilmer,18000000,103,25000000,C
123717,Trapped,R,Action,6.2,Kevin Bacon,30000000,106,45000000,C
124335,Narc,R,Crime,7.1,Ray Liotta,6500000,105,14000000,C
124475,Nicholas Nickleby,PG,Adventure,7.1,Charlie Hunnam,10000000,132,20000000,C
124502,Spider,R,Drama,6.8,Ralph Fiennes,10000000,98,30000000,C
124668,Abandon,PG-13,Drama,4.9,Katie Holmes,25000000,99,25000000,C
124752,Gerry,R,Adventure,6.1,Casey Affleck,3500000,103,20000000,C
124987,Darkness,PG-13,Horror,5.4,Anna Paquin,10600000,88,14000000,C
125120,The Wild Thornberrys,PG,Animation,5.6,Tim Curry,25000000,85,14000000,C
125376,Brown Sugar,PG-13,Comedy,6.5,Taye Diggs,8000000,109,14000000,C
125612,The Emperor's Club,PG-13,Drama,6.9,Kevin Kline,12500000,109,35000000,C
125779,Real Women Have Curves,PG-13,Comedy,6.9,America Ferrera,3000000,90,16000000,C
126068,Kill Bill: Vol. 1,R,Action,8.1,Uma Thurman,30000000,111,45000000,C
126076,The Lord of the Rings: The Return of the King,PG-13,Action,8.9,Elijah Wood,94000000,201,20000000,C
126171,2 Fast 2 Furious,PG-13,Action,5.9,Paul Walker,76000000,107,25000000,C
126180,Underworld,R,Action,7,Kate Beckinsale,22000000,121,20000000,C
126305,Looney Tunes: Back in Action,PG,Animation,5.7,Brendan Fraser,80000000,91,20000000,C
126325,Big Fish,PG-13,Adventure,8,Ewan McGregor,70000000,125,25000000,C
126432,Finding Nemo,G,Animation,8.1,Albert Brooks,94000000,100,28000000,C
126449,Hulk,PG-13,Action,5.6,Eric Bana,137000000,138,45000000,C
126553,Wrong Turn,R,Horror,6.1,Eliza Dushku,12600000,84,20000000,C
127417,Holes,PG,Adventure,7,Shia LaBeouf,20000000,117,25000000,C
127432,Timeline,PG-13,Action,5.7,Paul Walker,80000000,116,25000000,C
127762,Cold Mountain,R,Adventure,7.2,Jude Law,79000000,154,45000000,C
127828,Scary Movie 3,PG-13,Comedy,5.5,Anna Faris,48000000,84,30000000,C
127916,Freddy vs. Jason,R,Action,5.7,Robert Englund,30000000,97,16000000,C
128185,Matchstick Men,PG-13,Comedy,7.3,Nicolas Cage,62000000,116,25000000,C
128195,Under the Tuscan Sun,PG-13,Comedy,6.8,Diane Lane,18000000,113,40000000,C
128220,American Wedding,R,Comedy,6.3,Jason Biggs,55000000,96,18000000,C
128651,The Core,PG-13,Action,5.5,Aaron Eckhart,60000000,135,16000000,C
129002,Wonderland,R,Crime,6.6,Val Kilmer,5000000,104,25000000,C
129284,The Station Agent,R,Comedy,7.6,Peter Dinklage,500000,89,25000000,C
129340,Grind,PG-13,Adventure,6,Adam Brody,6000000,105,16000000,C
129421,Agent Cody Banks,PG,Action,5.1,Frankie Muniz,28000000,102,30000000,C
129440,Bad Santa,R,Comedy,7,Billy Bob Thornton,23000000,92,45000000,C
129479,The Lizzie McGuire Movie,PG,Adventure,5.5,Hilary Duff,17000000,94,25000000,C
129581,Kangaroo Jack,PG,Action,4.4,Anthony Anderson,60000000,89,25000000,C
130093,Young Adam,NC-17,Crime,6.4,Ewan McGregor,6400000,98,25000000,C
130276,Down with Love,PG-13,Comedy,6.3,Ewan McGregor,35000000,101,25000000,C
130295,Biker Boyz,PG-13,Action,4.7,Laurence Fishburne,24000000,110,30000000,C
130384,Party Monster,R,Biography,6.3,Macaulay Culkin,5000000,98,18000000,C
130467,Confidence,R,Crime,6.7,Edward Burns,15000000,97,40000000,C
130590,Beyond Borders,R,Adventure,6.5,Clive Owen,35000000,127,30000000,C
130812,A Guy Thing,PG-13,Comedy,5.6,Jason Lee,20000000,101,20000000,C
130822,Intermission,R,Comedy,6.8,Cillian Murphy,5000000,105,20000000,C
130903,All the Real Girls,R,Drama,6.8,Zooey Deschanel,2500000,108,25000000,C
130910,From Justin to Kelly,PG,Comedy,2.1,Kelly Clarkson,12000000,81,45000000,C
130918,Owning Mahowny,R,Crime,7.1,Philip Seymour Hoffman,10000000,104,25000000,C
130963,Pieces of April,PG-13,Comedy,7,Katie Holmes,300000,80,25000000,C
131068,The Order,R,Horror,5.2,Heath Ledger,38000000,102,16000000,C
131778,How to Deal,PG-13,Comedy,5.6,Mandy Moore,16000000,101,14000000,C
132470,The Girl Next Door,R,Comedy,6.7,Emile Hirsch,25000000,109,16000000,C
132597,White Chicks,PG-13,Comedy,5.6,Marlon Wayans,37000000,109,40000000,C
132705,Kill Bill: Vol. 2,R,Action,8,Uma Thurman,30000000,137,45000000,C
132892,The Punisher,R,Action,6.4,Thomas Jane,33000000,124,16000000,C
133101,The Day After Tomorrow,PG-13,Action,6.4,Dennis Quaid,125000000,124,30000000,C
133117,Napoleon Dynamite,PG,Comedy,6.9,Jon Heder,400000,96,15000000,C
133275,Hellboy,PG-13,Action,6.8,Ron Perlman,66000000,122,15000000,C
133472,National Treasure,PG,Action,6.9,Nicolas Cage,100000000,131,25000000,C
133550,King Arthur,PG-13,Action,6.3,Clive Owen,120000000,126,30000000,C
133567,Harold & Kumar Go to White Castle,R,Adventure,7,John Cho,9000000,88,20000000,C
133605,Sideways,R,Comedy,7.5,Paul Giamatti,16000000,127,25000000,C
133643,Friday Night Lights,PG-13,Action,7.2,Billy Bob Thornton,30000000,118,45000000,C
133739,A Cinderella Story,PG,Comedy,5.9,Hilary Duff,19000000,95,25000000,C
133773,The SpongeBob SquarePants Movie,PG,Animation,7.1,Tom Kenny,30000000,87,16000000,C
133811,Hotel Rwanda,PG-13,Biography,8.1,Don Cheadle,17500000,121,35000000,C
133827,Kung Fu Hustle,R,Action,7.7,Stephen Chow,20000000,99,30000000,C
133846,Garden State,R,Comedy,7.4,Zach Braff,2500000,102,20000000,C
133869,Twisted,R,Crime,5.3,Ashley Judd,50000000,97,22000000,C
134115,Seed of Chucky,R,Comedy,4.8,Jennifer Tilly,12000000,87,25000000,C
134161,Chasing Liberty,PG-13,Comedy,6.1,Mandy Moore,23000000,111,14000000,C
134265,The Grudge,PG-13,Horror,5.9,Sarah Michelle Gellar,10000000,91,30000000,C
134356,Wimbledon,PG-13,Comedy,6.3,Kirsten Dunst,31000000,98,25000000,C
134556,Wicker Park,PG-13,Drama,7,Josh Hartnett,30000000,114,25000000,C
134572,Cellular,PG-13,Action,6.5,Kim Basinger,25000000,94,20000000,C
134816,A Very Long Engagement,R,Drama,7.6,Audrey Tautou,56600000,133,20000000,C
134928,Flight of the Phoenix,PG-13,Action,6.1,Dennis Quaid,45000000,113,30000000,C
134975,In Good Company,PG-13,Comedy,6.4,Dennis Quaid,26000000,109,30000000,C
134989,First Daughter,PG,Comedy,5.1,Katie Holmes,30000000,106,25000000,C
135034,The Alamo,PG-13,Drama,6,Dennis Quaid,107000000,137,30000000,C
135061,Raise Your Voice,PG,Family,5.9,Hilary Duff,15000000,103,25000000,C
135077,Hidalgo,PG-13,Action,6.7,Viggo Mortensen,100000000,136,40000000,C
135245,Thunderbirds,PG,Action,4.3,Bill Paxton,57000000,95,40000000,C
135481,I Heart Huckabees,R,Comedy,6.6,Jason Schwartzman,20000000,107,25000000,C
135619,Alfie,R,Comedy,6.2,Jude Law,60000000,103,45000000,C
135899,Johnson Family Vacation,PG-13,Comedy,4.5,Cedric the Entertainer,12000000,97,25000000,C
135994,Spartan,R,Action,6.5,Val Kilmer,19250000,106,25000000,C
136008,Home on the Range,PG,Animation,5.4,Judi Dench,110000000,76,45000000,C
136076,Win a Date with Tad Hamilton!,PG-13,Comedy,5.6,Kate Bosworth,22000000,95,24000000,C
136834,Tae Guk Gi: The Brotherhood of War,R,Action,8,Jang Dong-Gun,12800000,140,15000000,C
136950,Clifford's Really Big Movie,G,Animation,5.4,John Ritter,70000,74,20000000,C
137126,V for Vendetta,R,Action,8.1,Hugo Weaving,54000000,132,25000000,C
137209,Kingdom of Heaven,R,Action,7.2,Orlando Bloom,130000000,144,40000000,C
137255,King Kong,PG-13,Action,7.2,Naomi Watts,207000000,187,30000000,C
137296,The Hitchhiker's Guide to the Galaxy,PG,Adventure,6.7,Martin Freeman,50000000,109,20000000,C
137418,Serenity,PG-13,Action,7.8,Nathan Fillion,39000000,119,18000000,C
137853,Red Eye,PG-13,Thriller,6.5,Rachel McAdams,26000000,85,16000000,C
137899,The Dukes of Hazzard,PG-13,Comedy,5.1,Seann William Scott,50000000,104,25000000,C
137991,Lords of Dogtown,PG-13,Biography,7.1,Heath Ledger,25000000,107,16000000,C
137999,Munich,R,Action,7.5,Eric Bana,70000000,164,45000000,C
138030,The Constant Gardener,R,Drama,7.4,Ralph Fiennes,25000000,129,30000000,C
138048,A History of Violence,R,Drama,7.4,Viggo Mortensen,32000000,96,40000000,C
138109,Rent,PG-13,Drama,6.9,Taye Diggs,40000000,135,14000000,C
138132,Robots,PG,Animation,6.3,Ewan McGregor,75000000,91,25000000,C
138193,Into the Blue,PG-13,Action,5.9,Paul Walker,50000000,110,25000000,C
138391,Lord of War,R,Action,7.6,Nicolas Cage,50000000,122,25000000,C
138400,Zathura: A Space Adventure,PG,Action,6.2,Josh Hutcherson,65000000,101,20000000,C
138565,"Yours, Mine & Ours",PG,Comedy,5.5,Dennis Quaid,45000000,88,30000000,C
138740,Brick,R,Action,7.3,Joseph Gordon-Levitt,475000,110,35000000,C
138840,Doom,R,Action,5.2,Karl Urban,60000000,105,20000000,C
138933,The Producers,PG-13,Comedy,6.3,Nathan Lane,45000000,134,18000000,C
139198,Capote,R,Biography,7.3,Philip Seymour Hoffman,7000000,114,25000000,C
139226,Land of the Dead,R,Horror,6.2,John Leguizamo,15000000,93,25000000,C
139234,Elizabethtown,PG-13,Comedy,6.4,Orlando Bloom,45000000,123,40000000,C
139242,Chicken Little,G,Animation,5.7,Zach Braff,150000000,81,20000000,C
139350,The Ring Two,PG-13,Horror,5.4,Naomi Watts,50000000,110,30000000,C
139544,The Jacket,R,Drama,7.1,Adrien Brody,29000000,103,16000000,C
139603,Thank You for Smoking,R,Comedy,7.6,Aaron Eckhart,6500000,92,16000000,C
139969,Cursed,PG-13,Comedy,5,Christina Ricci,38000000,97,18000000,C
140137,Bad News Bears,PG-13,Comedy,5.8,Billy Bob Thornton,35000000,113,45000000,C
140196,Derailed,R,Crime,6.6,Clive Owen,22000000,108,30000000,C
140278,The Perfect Man,PG,Comedy,5.5,Hilary Duff,10000000,100,25000000,C
140610,The Greatest Game Ever Played,PG,Biography,7.4,Shia LaBeouf,26000000,120,25000000,C
140632,Get Rich or Die Tryin',R,Biography,5.4,50 Cent,40000000,117,30000000,C
141066,Where the Truth Lies,Unrated,Crime,6.5,Kevin Bacon,25000000,107,45000000,C
141100,Must Love Dogs,PG-13,Comedy,5.9,Diane Lane,30000000,98,40000000,C
141154,Stay,R,Drama,6.8,Ewan McGregor,50000000,99,25000000,C
141481,Alone in the Dark,R,Action,2.4,Christian Slater,20000000,96,30000000,C
141672,White Noise,PG-13,Drama,5.5,Michael Keaton,10000000,101,40000000,C
141886,Racing Stripes,PG,Adventure,5.2,Frankie Muniz,30000000,102,30000000,C
141896,A Sound of Thunder,PG-13,Action,4.2,Edward Burns,80000000,110,40000000,C
141906,The Weather Man,R,Comedy,6.5,Nicolas Cage,22000000,102,25000000,C
142154,Transamerica,R,Adventure,7.4,Felicity Huffman,1000000,103,45000000,C
142162,The Lost City,R,Drama,6.6,Andy Garcia,9600000,144,20000000,C
142377,Valiant,G,Animation,5.5,Ewan McGregor,35000000,76,25000000,C
142429,Prime,PG-13,Comedy,6.2,Uma Thurman,22000000,105,45000000,C
